,City,State,State name,County,lat,lng,Population,Density,county_lng,county_lat
24893,Wilson,OH,Ohio,Monroe,39.8597,-81.0689,116,109.0,-81.09065799999999,39.725969
24894,Antioch,OH,Ohio,Monroe,39.6608,-81.0668,79,296.0,-81.09065799999999,39.725969
24895,Stafford,OH,Ohio,Monroe,39.7124,-81.2765,75,85.0,-81.09065799999999,39.725969
24896,Graysville,OH,Ohio,Monroe,39.6633,-81.1746,72,27.0,-81.09065799999999,39.725969
24897,Miltonsburg,OH,Ohio,Monroe,39.8313,-81.1646,40,212.0,-81.09065799999999,39.725969
24898,Fort Pierre,SD,South Dakota,Stanley,44.368,-100.3831,2217,274.0,-100.749163,44.415547
24899,Henry,IL,Illinois,Marshall,41.1172,-89.3569,2209,474.0,-89.342371,41.031119
24900,Lacon,IL,Illinois,Marshall,41.0228,-89.4062,1739,419.0,-89.342371,41.031119
24901,Toluca,IL,Illinois,Marshall,41.0044,-89.1339,1269,461.0,-89.342371,41.031119
24902,Wenona,IL,Illinois,Marshall,41.0487,-89.0523,938,492.0,-89.342371,41.031119
24903,Hopewell,IL,Illinois,Marshall,40.9842,-89.4572,398,135.0,-89.342371,41.031119
24904,Sparland,IL,Illinois,Marshall,41.0295,-89.4411,367,247.0,-89.342371,41.031119
24905,Varna,IL,Illinois,Marshall,41.0353,-89.2244,347,451.0,-89.342371,41.031119
24906,La Rose,IL,Illinois,Marshall,40.9787,-89.235,130,196.0,-89.342371,41.031119
24907,Holyoke,CO,Colorado,Phillips,40.582,-102.2975,2208,345.0,-102.345105,40.594712
24908,Haxtun,CO,Colorado,Phillips,40.6419,-102.6298,904,586.0,-102.345105,40.594712
24909,Amherst,CO,Colorado,Phillips,40.6831,-102.1727,195,166.0,-102.345105,40.594712
24910,Paoli,CO,Colorado,Phillips,40.6128,-102.4717,34,44.0,-102.345105,40.594712
24911,Gaylord,MN,Minnesota,Sibley,44.5555,-94.2123,2207,501.0,-94.23012299999999,44.575734000000004
24912,Arlington,MN,Minnesota,Sibley,44.6083,-94.0766,2146,506.0,-94.23012299999999,44.575734000000004
24913,Winthrop,MN,Minnesota,Sibley,44.5427,-94.361,1347,440.0,-94.23012299999999,44.575734000000004
24914,Henderson,MN,Minnesota,Sibley,44.5278,-93.9091,930,334.0,-94.23012299999999,44.575734000000004
24915,Gibbon,MN,Minnesota,Sibley,44.5333,-94.5242,755,439.0,-94.23012299999999,44.575734000000004
24916,Green Isle,MN,Minnesota,Sibley,44.6804,-94.0052,558,212.0,-94.23012299999999,44.575734000000004
24917,New Auburn,MN,Minnesota,Sibley,44.6728,-94.232,437,247.0,-94.23012299999999,44.575734000000004
24918,Cimarron,KS,Kansas,Gray,37.8097,-100.3454,2201,737.0,-100.451716,37.744513
24919,Montezuma,KS,Kansas,Gray,37.5923,-100.4502,964,378.0,-100.451716,37.744513
24920,Copeland,KS,Kansas,Gray,37.5404,-100.6288,297,491.0,-100.451716,37.744513
24921,Ingalls,KS,Kansas,Gray,37.8286,-100.4534,289,439.0,-100.451716,37.744513
24922,Ensign,KS,Kansas,Gray,37.6531,-100.2329,183,242.0,-100.451716,37.744513
24923,North Eagle Butte,SD,South Dakota,Dewey,45.0169,-101.2365,2191,92.0,-100.85221800000001,45.150005
24924,Eagle Butte,SD,South Dakota,Dewey,44.9907,-101.2275,1346,443.0,-100.85221800000001,45.150005
24925,Timber Lake,SD,South Dakota,Dewey,45.4279,-101.0747,499,473.0,-100.85221800000001,45.150005
24926,La Plant,SD,South Dakota,Dewey,45.1352,-100.6648,198,8.0,-100.85221800000001,45.150005
24927,Whitehorse,SD,South Dakota,Dewey,45.2746,-100.9012,178,25.0,-100.85221800000001,45.150005
24928,Isabel,SD,South Dakota,Dewey,45.3938,-101.4326,152,64.0,-100.85221800000001,45.150005
24929,Green Grass,SD,South Dakota,Dewey,45.1714,-101.2573,15,0.0,-100.85221800000001,45.150005
24930,Cherokee,NC,North Carolina,Swain,35.486,-83.3011,2163,69.0,-83.465614,35.568849
24931,Bryson City,NC,North Carolina,Swain,35.4262,-83.4474,1452,256.0,-83.465614,35.568849
24932,South Paris,ME,Maine,Oxford,44.219,-70.5113,2158,214.0,-70.734687,44.494585
24933,Bottineau,ND,North Dakota,Bottineau,48.8248,-100.4425,2154,632.0,-100.831257,48.794412
24934,Westhope,ND,North Dakota,Bottineau,48.9112,-101.0178,403,481.0,-100.831257,48.794412
24935,Lansford,ND,North Dakota,Bottineau,48.627,-101.3759,240,263.0,-100.831257,48.794412
24936,Willow City,ND,North Dakota,Bottineau,48.6046,-100.2934,150,123.0,-100.831257,48.794412
24937,Newburg,ND,North Dakota,Bottineau,48.7139,-100.9127,108,296.0,-100.831257,48.794412
24938,Maxbass,ND,North Dakota,Bottineau,48.7225,-101.1426,79,186.0,-100.831257,48.794412
24939,Souris,ND,North Dakota,Bottineau,48.91,-100.6826,52,205.0,-100.831257,48.794412
24940,Landa,ND,North Dakota,Bottineau,48.8959,-100.912,36,181.0,-100.831257,48.794412
24941,Gardena,ND,North Dakota,Bottineau,48.7012,-100.4981,28,31.0,-100.831257,48.794412
24942,Kramer,ND,North Dakota,Bottineau,48.691,-100.7078,28,70.0,-100.831257,48.794412
24943,Antler,ND,North Dakota,Bottineau,48.9713,-101.2832,26,54.0,-100.831257,48.794412
24944,Overly,ND,North Dakota,Bottineau,48.6811,-100.151,17,17.0,-100.831257,48.794412
24945,Townsend,MT,Montana,Broadwater,46.3192,-111.5197,2152,546.0,-111.496103,46.334476
24946,The Silos,MT,Montana,Broadwater,46.3984,-111.5865,682,51.0,-111.496103,46.334476
24947,Wheatland,MT,Montana,Broadwater,45.958,-111.5782,398,2.0,-111.496103,46.334476
24948,Spokane Creek,MT,Montana,Broadwater,46.5343,-111.7393,344,7.0,-111.496103,46.334476
24949,Winston,MT,Montana,Broadwater,46.4684,-111.6652,245,18.0,-111.496103,46.334476
24950,Radersburg,MT,Montana,Broadwater,46.1965,-111.6316,112,171.0,-111.496103,46.334476
24951,Toston,MT,Montana,Broadwater,46.1658,-111.446,79,11.0,-111.496103,46.334476
24952,Lakin,KS,Kansas,Kearny,37.94,-101.2585,2141,873.0,-101.308136,37.994461
24953,Deerfield,KS,Kansas,Kearny,37.9818,-101.1331,690,553.0,-101.308136,37.994461
24954,Rising Sun,IN,Indiana,Ohio,38.9531,-84.8545,2139,549.0,-84.964299,38.940527
24955,Malad City,ID,Idaho,Oneida,42.1903,-112.25,2137,502.0,-112.52046499999999,42.183890000000005
24956,Durant,MS,Mississippi,Holmes,33.0799,-89.8566,2137,389.0,-90.091197,33.125941999999995
24957,Tchula,MS,Mississippi,Holmes,33.1831,-90.2232,1929,528.0,-90.091197,33.125941999999995
24958,Lexington,MS,Mississippi,Holmes,33.1163,-90.0498,1453,232.0,-90.091197,33.125941999999995
24959,Goodman,MS,Mississippi,Holmes,32.9677,-89.9128,1164,546.0,-90.091197,33.125941999999995
24960,Pickens,MS,Mississippi,Holmes,32.8913,-89.9696,995,300.0,-90.091197,33.125941999999995
24961,Cruger,MS,Mississippi,Holmes,33.323,-90.2354,336,134.0,-90.091197,33.125941999999995
24962,West,MS,Mississippi,Holmes,33.1978,-89.7821,149,103.0,-90.091197,33.125941999999995
24963,Johnson City,TX,Texas,Blanco,30.2742,-98.4063,2131,455.0,-98.399977,30.265604999999997
24964,Blanco,TX,Texas,Blanco,30.0987,-98.4169,2071,229.0,-98.399977,30.265604999999997
24965,Round Mountain,TX,Texas,Blanco,30.4298,-98.3609,169,28.0,-98.399977,30.265604999999997
24966,Liberty,KY,Kentucky,Casey,37.3206,-84.9285,2130,437.0,-84.92822,37.321962
24967,Elkton,KY,Kentucky,Todd,36.8135,-87.161,2129,325.0,-87.183642,36.840338
24968,Guthrie,KY,Kentucky,Todd,36.6502,-87.1741,1409,277.0,-87.183642,36.840338
24969,Trenton,KY,Kentucky,Todd,36.7224,-87.2626,375,255.0,-87.183642,36.840338
24970,Allensville,KY,Kentucky,Todd,36.7163,-87.0683,207,69.0,-87.183642,36.840338
24971,Glenwood,AR,Arkansas,Pike,34.3279,-93.5309,2128,92.0,-93.658659,34.158190999999995
24972,Murfreesboro,AR,Arkansas,Pike,34.0546,-93.6834,1586,162.0,-93.658659,34.158190999999995
24973,Kirby,AR,Arkansas,Pike,34.2556,-93.6522,846,22.0,-93.658659,34.158190999999995
24974,Delight,AR,Arkansas,Pike,34.0299,-93.5057,271,232.0,-93.658659,34.158190999999995
24975,Daisy,AR,Arkansas,Pike,34.2349,-93.7406,110,37.0,-93.658659,34.158190999999995
24976,Antoine,AR,Arkansas,Pike,34.0343,-93.4226,108,81.0,-93.658659,34.158190999999995
24977,Council Grove,KS,Kansas,Morris,38.6623,-96.4917,2121,399.0,-96.64490500000001,38.687696
24978,White City,KS,Kansas,Morris,38.7938,-96.7349,581,180.0,-96.64490500000001,38.687696
24979,Dwight,KS,Kansas,Morris,38.8449,-96.5921,259,276.0,-96.64490500000001,38.687696
24980,Wilsey,KS,Kansas,Morris,38.6357,-96.6765,143,204.0,-96.64490500000001,38.687696
24981,Parkerville,KS,Kansas,Morris,38.7638,-96.6614,61,183.0,-96.64490500000001,38.687696
24982,Dunlap,KS,Kansas,Morris,38.5763,-96.3676,28,43.0,-96.64490500000001,38.687696
24983,Latimer,KS,Kansas,Morris,38.7386,-96.8459,19,122.0,-96.64490500000001,38.687696
24984,Welch,WV,West Virginia,McDowell,37.4455,-81.5722,2117,105.0,-81.65820500000001,37.382663
24985,Gary,WV,West Virginia,McDowell,37.362,-81.5408,788,361.0,-81.65820500000001,37.382663
24986,War,WV,West Virginia,McDowell,37.304,-81.6801,685,296.0,-81.65820500000001,37.382663
24987,Raysal,WV,West Virginia,McDowell,37.3367,-81.7712,598,187.0,-81.65820500000001,37.382663
24988,Berwind,WV,West Virginia,McDowell,37.2658,-81.6632,422,564.0,-81.65820500000001,37.382663
24989,Davy,WV,West Virginia,McDowell,37.4759,-81.6474,337,102.0,-81.65820500000001,37.382663
24990,Northfork,WV,West Virginia,McDowell,37.4196,-81.4274,336,134.0,-81.65820500000001,37.382663
24991,Bradshaw,WV,West Virginia,McDowell,37.3534,-81.8012,271,135.0,-81.65820500000001,37.382663
24992,Iaeger,WV,West Virginia,McDowell,37.4642,-81.8111,242,117.0,-81.65820500000001,37.382663
24993,Keystone,WV,West Virginia,McDowell,37.4158,-81.4463,223,265.0,-81.65820500000001,37.382663
24994,Anawalt,WV,West Virginia,McDowell,37.3364,-81.4406,179,120.0,-81.65820500000001,37.382663
24995,Crumpler,WV,West Virginia,McDowell,37.4262,-81.3313,162,41.0,-81.65820500000001,37.382663
24996,Kimball,WV,West Virginia,McDowell,37.4268,-81.5078,153,233.0,-81.65820500000001,37.382663
24997,Big Sandy,WV,West Virginia,McDowell,37.4608,-81.705,148,107.0,-81.65820500000001,37.382663
24998,Pageton,WV,West Virginia,McDowell,37.3599,-81.4648,141,45.0,-81.65820500000001,37.382663
24999,Maybeury,WV,West Virginia,McDowell,37.3675,-81.3572,93,21.0,-81.65820500000001,37.382663
25000,Cucumber,WV,West Virginia,McDowell,37.2785,-81.6241,65,55.0,-81.65820500000001,37.382663
25001,Vivian,WV,West Virginia,McDowell,37.4172,-81.4923,54,57.0,-81.65820500000001,37.382663
25002,Bartley,WV,West Virginia,McDowell,37.3373,-81.7334,54,18.0,-81.65820500000001,37.382663
25003,Roderfield,WV,West Virginia,McDowell,37.4501,-81.7029,24,34.0,-81.65820500000001,37.382663
25004,Hertford,NC,North Carolina,Perquimans,36.1813,-76.4673,2113,285.0,-76.404269,36.178259999999995
25005,Winfall,NC,North Carolina,Perquimans,36.2104,-76.455,610,102.0,-76.404269,36.178259999999995
25006,Quitman,MS,Mississippi,Clarke,32.0417,-88.7202,2111,157.0,-88.685964,32.048448
25007,Stonewall,MS,Mississippi,Clarke,32.1364,-88.7958,975,141.0,-88.685964,32.048448
25008,Enterprise,MS,Mississippi,Clarke,32.1731,-88.8163,475,74.0,-88.685964,32.048448
25009,Shubuta,MS,Mississippi,Clarke,31.862,-88.7021,406,64.0,-88.685964,32.048448
25010,Pachuta,MS,Mississippi,Clarke,32.0441,-88.8844,233,36.0,-88.685964,32.048448
25011,Horseshoe Bend,AR,Arkansas,Izard,36.2217,-91.7396,2109,61.0,-91.913625,36.094879
25012,Melbourne,AR,Arkansas,Izard,36.0638,-91.8819,1868,103.0,-91.913625,36.094879
25013,Calico Rock,AR,Arkansas,Izard,36.1399,-92.1337,1746,143.0,-91.913625,36.094879
25014,Oxford,AR,Arkansas,Izard,36.2092,-91.919,679,38.0,-91.913625,36.094879
25015,Mount Pleasant,AR,Arkansas,Izard,35.9818,-91.7771,415,45.0,-91.913625,36.094879
25016,Pineville,AR,Arkansas,Izard,36.1612,-92.1065,223,47.0,-91.913625,36.094879
25017,Franklin,AR,Arkansas,Izard,36.1727,-91.7697,191,34.0,-91.913625,36.094879
25018,Guion,AR,Arkansas,Izard,35.9269,-91.939,83,57.0,-91.913625,36.094879
25019,Jamestown,TN,Tennessee,Fentress,36.4319,-84.9341,2106,277.0,-84.932703,36.376078
25020,Grimsley,TN,Tennessee,Fentress,36.2761,-84.997,1219,43.0,-84.932703,36.376078
25021,Clarkrange,TN,Tennessee,Fentress,36.1857,-85.0096,818,31.0,-84.932703,36.376078
25022,Allardt,TN,Tennessee,Fentress,36.3811,-84.8814,627,64.0,-84.932703,36.376078
25023,Maysville,GA,Georgia,Banks,34.2557,-83.5521,2103,176.0,-83.498441,34.351921999999995
25024,Homer,GA,Georgia,Banks,34.335,-83.4987,1220,48.0,-83.498441,34.351921999999995
25025,Alto,GA,Georgia,Banks,34.4649,-83.5727,1198,407.0,-83.498441,34.351921999999995
25026,Gillsville,GA,Georgia,Banks,34.3095,-83.6381,240,83.0,-83.498441,34.351921999999995
25027,Falmouth,KY,Kentucky,Pendleton,38.6708,-84.331,2103,598.0,-84.35404,38.690765
25028,Butler,KY,Kentucky,Pendleton,38.7877,-84.372,583,1185.0,-84.35404,38.690765
25029,Geneva,NE,Nebraska,Fillmore,40.5308,-97.5974,2086,355.0,-97.596705,40.525040000000004
25030,Exeter,NE,Nebraska,Fillmore,40.6445,-97.4489,522,318.0,-97.596705,40.525040000000004
25031,Fairmont,NE,Nebraska,Fillmore,40.6333,-97.5876,515,243.0,-97.596705,40.525040000000004
25032,Shickley,NE,Nebraska,Fillmore,40.4165,-97.7242,319,402.0,-97.596705,40.525040000000004
25033,Milligan,NE,Nebraska,Fillmore,40.5001,-97.3883,266,406.0,-97.596705,40.525040000000004
25034,Grafton,NE,Nebraska,Fillmore,40.6298,-97.7147,118,130.0,-97.596705,40.525040000000004
25035,Ohiowa,NE,Nebraska,Fillmore,40.4136,-97.4524,106,164.0,-97.596705,40.525040000000004
25036,Strang,NE,Nebraska,Fillmore,40.4149,-97.5872,27,83.0,-97.596705,40.525040000000004
25037,Cairo,IL,Illinois,Alexander,37.0062,-89.1819,2083,115.0,-89.349506,37.183683
25038,Tamms,IL,Illinois,Alexander,37.2416,-89.2714,472,78.0,-89.349506,37.183683
25039,Olive Branch,IL,Illinois,Alexander,37.1755,-89.3518,466,18.0,-89.349506,37.183683
25040,Thebes,IL,Illinois,Alexander,37.214,-89.4544,321,71.0,-89.349506,37.183683
25041,McClure,IL,Illinois,Alexander,37.3146,-89.4335,301,76.0,-89.349506,37.183683
25042,East Cape Girardeau,IL,Illinois,Alexander,37.2957,-89.4869,286,56.0,-89.349506,37.183683
25043,Rockwell City,IA,Iowa,Calhoun,42.3981,-94.6289,2082,190.0,-94.643683,42.38617
25044,Lake City,IA,Iowa,Calhoun,42.2676,-94.7311,1642,131.0,-94.643683,42.38617
25045,Manson,IA,Iowa,Calhoun,42.5284,-94.5401,1566,190.0,-94.643683,42.38617
25046,Pomeroy,IA,Iowa,Calhoun,42.5519,-94.6778,613,115.0,-94.643683,42.38617
25047,Lohrville,IA,Iowa,Calhoun,42.2672,-94.5516,345,62.0,-94.643683,42.38617
25048,Farnhamville,IA,Iowa,Calhoun,42.2768,-94.4078,344,203.0,-94.643683,42.38617
25049,Twin Lakes,IA,Iowa,Calhoun,42.4775,-94.6354,189,53.0,-94.643683,42.38617
25050,Somers,IA,Iowa,Calhoun,42.3787,-94.4309,106,118.0,-94.643683,42.38617
25051,Knierim,IA,Iowa,Calhoun,42.4561,-94.4559,58,22.0,-94.643683,42.38617
25052,Rinard,IA,Iowa,Calhoun,42.3396,-94.485,50,19.0,-94.643683,42.38617
25053,Jolley,IA,Iowa,Calhoun,42.4794,-94.7182,37,124.0,-94.643683,42.38617
25054,Yetter,IA,Iowa,Calhoun,42.3161,-94.8432,32,98.0,-94.643683,42.38617
25055,Columbus,MT,Montana,Stillwater,45.636,-109.2488,2079,584.0,-109.391751,45.663496
25056,Absarokee,MT,Montana,Stillwater,45.5242,-109.4474,859,155.0,-109.391751,45.663496
25057,Park City,MT,Montana,Stillwater,45.6292,-108.9214,746,301.0,-109.391751,45.663496
25058,Reed Point,MT,Montana,Stillwater,45.7071,-109.5471,277,192.0,-109.391751,45.663496
25059,Ord,NE,Nebraska,Valley,41.5995,-98.9169,2076,381.0,-98.98348399999999,41.564094
25060,Arcadia,NE,Nebraska,Valley,41.4249,-99.126,305,206.0,-98.98348399999999,41.564094
25061,North Loup,NE,Nebraska,Valley,41.4955,-98.7727,293,276.0,-98.98348399999999,41.564094
25062,Elyria,NE,Nebraska,Valley,41.6802,-99.0053,51,73.0,-98.98348399999999,41.564094
25063,Oakley,KS,Kansas,Logan,39.1234,-100.8451,2075,416.0,-101.15740699999999,38.913269
25064,Winona,KS,Kansas,Logan,39.0617,-101.2448,159,235.0,-101.15740699999999,38.913269
25065,Russell Springs,KS,Kansas,Logan,38.9128,-101.1757,24,13.0,-101.15740699999999,38.913269
25066,Morrisville,VT,Vermont,Lamoille,44.5583,-72.5933,2073,409.0,-72.638355,44.603504
25067,Jeffersonville,VT,Vermont,Lamoille,44.6427,-72.8282,768,382.0,-72.638355,44.603504
25068,Anthony,KS,Kansas,Harper,37.1573,-98.0408,2070,264.0,-98.06659,37.188184
25069,Harper,KS,Kansas,Harper,37.285,-98.0277,1317,314.0,-98.06659,37.188184
25070,Attica,KS,Kansas,Harper,37.2426,-98.2276,557,339.0,-98.06659,37.188184
25071,Bluff City,KS,Kansas,Harper,37.0761,-97.8747,59,45.0,-98.06659,37.188184
25072,Danville,KS,Kansas,Harper,37.286,-97.8921,34,158.0,-98.06659,37.188184
25073,Waldron,KS,Kansas,Harper,37.0018,-98.1826,10,12.0,-98.06659,37.188184
25074,Freeport,KS,Kansas,Harper,37.1989,-97.8542,4,7.0,-98.06659,37.188184
25075,Wellington,TX,Texas,Collingsworth,34.8538,-100.2141,2068,585.0,-100.27213499999999,34.963358
25076,Dodson,TX,Texas,Collingsworth,34.7654,-100.0204,107,67.0,-100.27213499999999,34.963358
25077,Samnorwood,TX,Texas,Collingsworth,35.0503,-100.2812,37,8.0,-100.27213499999999,34.963358
25078,Quail,TX,Texas,Collingsworth,34.9151,-100.3919,10,1.0,-100.27213499999999,34.963358
25079,Sac City,IA,Iowa,Sac,42.4217,-94.9979,2068,164.0,-95.10522399999999,42.387526
25080,Lake View,IA,Iowa,Sac,42.3046,-95.0406,1084,197.0,-95.10522399999999,42.387526
25081,Odebolt,IA,Iowa,Sac,42.3118,-95.2542,943,347.0,-95.10522399999999,42.387526
25082,Wall Lake,IA,Iowa,Sac,42.2672,-95.0927,769,241.0,-95.10522399999999,42.387526
25083,Schaller,IA,Iowa,Sac,42.4965,-95.2963,723,221.0,-95.10522399999999,42.387526
25084,Early,IA,Iowa,Sac,42.4615,-95.1522,515,508.0,-95.10522399999999,42.387526
25085,Auburn,IA,Iowa,Sac,42.2496,-94.8778,305,236.0,-95.10522399999999,42.387526
25086,Lytton,IA,Iowa,Sac,42.4233,-94.8605,289,562.0,-95.10522399999999,42.387526
25087,Nemaha,IA,Iowa,Sac,42.515,-95.0889,81,425.0,-95.10522399999999,42.387526
25088,Greensburg,KY,Kentucky,Green,37.2599,-85.4966,2066,383.0,-85.561403,37.269637
25089,Summersville,KY,Kentucky,Green,37.3265,-85.543,583,77.0,-85.561403,37.269637
25090,Stephens City,VA,Virginia,Frederick,39.0902,-78.223,2063,328.0,-78.26391600000001,39.203637
25091,Lake Holiday,VA,Virginia,Frederick,39.3092,-78.3245,1788,203.0,-78.26391600000001,39.203637
25092,Shawneeland,VA,Virginia,Frederick,39.1976,-78.3464,1633,85.0,-78.26391600000001,39.203637
25093,Middletown,VA,Virginia,Frederick,39.0288,-78.278,1396,695.0,-78.26391600000001,39.203637
25094,McCamey,TX,Texas,Upton,31.1325,-102.22,2060,392.0,-102.042013,31.353849
25095,Rankin,TX,Texas,Upton,31.2255,-101.9393,851,311.0,-102.042013,31.353849
25096,Stratford,TX,Texas,Sherman,36.3376,-102.076,2057,344.0,-101.894716,36.277628
25097,Texhoma,TX,Texas,Sherman,36.4937,-101.7937,323,65.0,-101.894716,36.277628
25098,Imperial,NE,Nebraska,Chase,40.5145,-101.6374,2055,262.0,-101.694192,40.530390000000004
25099,Wauneta,NE,Nebraska,Chase,40.4164,-101.3766,556,221.0,-101.694192,40.530390000000004
25100,Champion,NE,Nebraska,Chase,40.4706,-101.7469,40,64.0,-101.694192,40.530390000000004
25101,Lamar,NE,Nebraska,Chase,40.5725,-101.9794,22,107.0,-101.694192,40.530390000000004
25102,Enders,NE,Nebraska,Chase,40.455,-101.5356,8,23.0,-101.694192,40.530390000000004
25103,Brinkley,AR,Arkansas,Monroe,34.89,-91.1902,2054,175.0,-91.203314,34.679513
25104,Clarendon,AR,Arkansas,Monroe,34.6935,-91.3062,1361,287.0,-91.203314,34.679513
25105,Holly Grove,AR,Arkansas,Monroe,34.6003,-91.1963,528,201.0,-91.203314,34.679513
25106,Roe,AR,Arkansas,Monroe,34.6311,-91.386,96,207.0,-91.203314,34.679513
25107,Fargo,AR,Arkansas,Monroe,34.9537,-91.1764,80,67.0,-91.203314,34.679513
25108,Buena Vista,GA,Georgia,Marion,32.3188,-84.5177,2053,246.0,-84.529561,32.359538
25109,Ida Grove,IA,Iowa,Ida,42.3439,-95.4732,2052,366.0,-95.507421,42.39186
25110,Holstein,IA,Iowa,Ida,42.4869,-95.5429,1370,335.0,-95.507421,42.39186
25111,Battle Creek,IA,Iowa,Ida,42.3168,-95.6003,693,536.0,-95.507421,42.39186
25112,Galva,IA,Iowa,Ida,42.5059,-95.4177,419,227.0,-95.507421,42.39186
25113,Arthur,IA,Iowa,Ida,42.3353,-95.3469,194,492.0,-95.507421,42.39186
25114,Lisbon,ND,North Dakota,Ransom,46.4385,-97.6841,2051,345.0,-97.647554,46.449276
25115,Enderlin,ND,North Dakota,Ransom,46.6215,-97.5956,838,198.0,-97.647554,46.449276
25116,Englevale,ND,North Dakota,Ransom,46.3912,-97.9038,198,51.0,-97.647554,46.449276
25117,Sheldon,ND,North Dakota,Ransom,46.5886,-97.4944,125,118.0,-97.647554,46.449276
25118,Fort Ransom,ND,North Dakota,Ransom,46.5244,-97.9311,75,94.0,-97.647554,46.449276
25119,Elliott,ND,North Dakota,Ransom,46.4023,-97.8149,25,63.0,-97.647554,46.449276
25120,McLeod,ND,North Dakota,Ransom,46.3887,-97.2986,5,2.0,-97.647554,46.449276
25121,Pearson,GA,Georgia,Atkinson,31.297,-82.8544,2042,235.0,-82.883614,31.300562
25122,Willacoochee,GA,Georgia,Atkinson,31.3358,-83.0446,1354,136.0,-82.883614,31.300562
25123,Belcourt,ND,North Dakota,Rolette,48.8417,-99.7447,2038,135.0,-99.840463,48.768271
25124,Shell Valley,ND,North Dakota,Rolette,48.8108,-99.8273,1300,33.0,-99.840463,48.768271
25125,Rolla,ND,North Dakota,Rolette,48.8527,-99.6142,1252,342.0,-99.840463,48.768271
25126,Dunseith,ND,North Dakota,Rolette,48.813,-100.0622,764,294.0,-99.840463,48.768271
25127,Rolette,ND,North Dakota,Rolette,48.6609,-99.8417,593,227.0,-99.840463,48.768271
25128,Green Acres,ND,North Dakota,Rolette,48.8381,-99.6901,529,135.0,-99.840463,48.768271
25129,East Dunseith,ND,North Dakota,Rolette,48.8546,-100.0285,528,39.0,-99.840463,48.768271
25130,St. John,ND,North Dakota,Rolette,48.9438,-99.7132,350,305.0,-99.840463,48.768271
25131,Mylo,ND,North Dakota,Rolette,48.6358,-99.6179,21,9.0,-99.840463,48.768271
25132,Washburn,WI,Wisconsin,Bayfield,46.6769,-90.9017,2036,201.0,-91.17728199999999,46.634199
25133,Iron River,WI,Wisconsin,Bayfield,46.5671,-91.4069,661,40.0,-91.17728199999999,46.634199
25134,Bayfield,WI,Wisconsin,Bayfield,46.8141,-90.8226,471,211.0,-91.17728199999999,46.634199
25135,Cable,WI,Wisconsin,Bayfield,46.2013,-91.2933,216,79.0,-91.17728199999999,46.634199
25136,Port Wing,WI,Wisconsin,Bayfield,46.7757,-91.3806,197,66.0,-91.17728199999999,46.634199
25137,Drummond,WI,Wisconsin,Bayfield,46.3436,-91.25,128,35.0,-91.17728199999999,46.634199
25138,Mason,WI,Wisconsin,Bayfield,46.4355,-91.0601,94,51.0,-91.17728199999999,46.634199
25139,Cornucopia,WI,Wisconsin,Bayfield,46.8566,-91.1082,92,15.0,-91.17728199999999,46.634199
25140,Grand View,WI,Wisconsin,Bayfield,46.368,-91.1034,83,43.0,-91.17728199999999,46.634199
25141,Herbster,WI,Wisconsin,Bayfield,46.8421,-91.2419,81,5.0,-91.17728199999999,46.634199
25142,Manchester Center,VT,Vermont,Bennington,43.1822,-73.0362,2033,173.0,-73.11146,43.035325
25143,North Bennington,VT,Vermont,Bennington,42.924,-73.2411,1697,351.0,-73.11146,43.035325
25144,South Shaftsbury,VT,Vermont,Bennington,42.9411,-73.202,589,101.0,-73.11146,43.035325
25145,Old Bennington,VT,Vermont,Bennington,42.8848,-73.2143,131,137.0,-73.11146,43.035325
25146,Star City,AR,Arkansas,Lincoln,33.9408,-91.84,2030,163.0,-91.727624,33.957665000000006
25147,Gould,AR,Arkansas,Lincoln,33.9872,-91.564,724,180.0,-91.727624,33.957665000000006
25148,Grady,AR,Arkansas,Lincoln,34.079,-91.6981,391,81.0,-91.727624,33.957665000000006
25149,Kahoka,MO,Missouri,Clark,40.4236,-91.7187,2028,500.0,-91.729472,40.407275
25150,Wayland,MO,Missouri,Clark,40.3963,-91.5754,501,287.0,-91.729472,40.407275
25151,Wyaconda,MO,Missouri,Clark,40.3921,-91.9261,211,126.0,-91.729472,40.407275
25152,St. Francisville,MO,Missouri,Clark,40.4497,-91.572,162,33.0,-91.729472,40.407275
25153,Alexandria,MO,Missouri,Clark,40.3598,-91.4595,150,153.0,-91.729472,40.407275
25154,Luray,MO,Missouri,Clark,40.4524,-91.8841,93,177.0,-91.729472,40.407275
25155,Revere,MO,Missouri,Clark,40.4943,-91.6763,75,155.0,-91.729472,40.407275
25156,Sigourney,IA,Iowa,Keokuk,41.3341,-92.2045,2017,356.0,-92.167721,41.331182
25157,Keota,IA,Iowa,Keokuk,41.3651,-91.9533,971,485.0,-92.167721,41.331182
25158,Hedrick,IA,Iowa,Keokuk,41.1712,-92.3079,754,189.0,-92.167721,41.331182
25159,What Cheer,IA,Iowa,Keokuk,41.3998,-92.3546,624,196.0,-92.167721,41.331182
25160,Richland,IA,Iowa,Keokuk,41.1856,-91.996,574,288.0,-92.167721,41.331182
25161,Delta,IA,Iowa,Keokuk,41.3226,-92.3304,318,131.0,-92.167721,41.331182
25162,Keswick,IA,Iowa,Keokuk,41.4547,-92.2382,241,214.0,-92.167721,41.331182
25163,Ollie,IA,Iowa,Keokuk,41.1991,-92.0923,210,81.0,-92.167721,41.331182
